Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001974,1,0,0,1,0,5000.0,0.0,132.0,360.0,1.0,2,1
LP001977,0,1,1,1,0,1625.0,1803.0,96.0,360.0,1.0,0,1
LP001978,0,0,0,1,0,4000.0,2500.0,140.0,360.0,1.0,2,1
LP001990,0,0,0,0,0,2000.0,0.0,146.41216216216216,360.0,1.0,0,0
LP001993,1,0,0,1,0,3762.0,1666.0,135.0,360.0,1.0,2,1
LP001994,1,0,0,1,0,2400.0,1863.0,104.0,360.0,0.0,0,0
LP001996,0,0,0,1,0,20233.0,0.0,480.0,360.0,1.0,2,0
LP001998,0,1,2,0,0,7667.0,0.0,185.0,360.0,0.0,2,1
LP002002,1,0,0,1,0,2917.0,0.0,84.0,360.0,1.0,1,1
LP002004,0,0,0,0,0,2927.0,2405.0,111.0,360.0,1.0,1,1
LP002006,1,0,0,1,0,2507.0,0.0,56.0,360.0,1.0,2,1
LP002008,0,1,2,1,1,5746.0,0.0,144.0,84.0,0.0,2,1
LP002031,0,1,1,0,0,3399.0,1640.0,111.0,180.0,1.0,0,1
LP002035,0,1,2,1,0,3717.0,0.0,120.0,360.0,1.0,1,1
LP002036,0,1,0,1,0,2058.0,2134.0,88.0,360.0,0.0,0,1
LP002043,1,0,1,1,0,3541.0,0.0,112.0,360.0,0.0,1,1
LP002050,0,1,1,1,1,10000.0,0.0,155.0,360.0,1.0,2,0
LP002051,0,1,0,1,0,2400.0,2167.0,115.0,360.0,1.0,1,1
LP002053,0,1,3,1,0,4342.0,189.0,124.0,360.0,1.0,1,1
LP002054,0,1,2,0,0,3601.0,1590.0,146.41216216216216,360.0,1.0,2,1
LP002055,1,0,0,1,0,3166.0,2985.0,132.0,360.0,0.0,2,1
LP002065,0,1,3,1,0,15000.0,0.0,300.0,360.0,1.0,2,1
LP002067,0,1,1,1,1,8666.0,4983.0,376.0,360.0,0.0,2,0
LP002068,0,0,0,1,0,4917.0,0.0,130.0,360.0,0.0,2,1
LP002082,0,1,0,1,1,5818.0,2160.0,184.0,360.0,1.0,1,1
LP002086,1,1,0,1,0,4333.0,2451.0,110.0,360.0,1.0,0,0
LP002087,1,0,0,1,0,2500.0,0.0,67.0,360.0,1.0,0,1
LP002097,0,0,1,1,0,4384.0,1793.0,117.0,360.0,1.0,0,1
LP002098,0,0,0,1,0,2935.0,0.0,98.0,360.0,1.0,1,1
LP002100,0,0,0,1,0,2833.0,0.0,71.0,360.0,1.0,0,1
LP002101,0,1,0,1,0,63337.0,0.0,490.0,180.0,1.0,0,1
LP002106,0,1,0,1,1,5503.0,4490.0,70.0,342.0,1.0,1,1
LP002110,0,1,1,1,0,5250.0,688.0,160.0,360.0,1.0,2,1
LP002112,0,1,2,1,1,2500.0,4600.0,176.0,360.0,1.0,2,1
LP002113,1,0,3,0,0,1830.0,0.0,146.41216216216216,360.0,0.0,0,0
LP002114,1,0,0,1,0,4160.0,0.0,71.0,360.0,1.0,1,1
LP002115,0,1,3,0,0,2647.0,1587.0,173.0,360.0,1.0,2,0
LP002116,1,0,0,1,0,2378.0,0.0,46.0,360.0,1.0,2,0
LP002119,0,1,1,0,0,4554.0,1229.0,158.0,360.0,1.0,0,1
LP002126,0,1,3,0,0,3173.0,0.0,74.0,360.0,1.0,1,1
LP002128,0,1,2,1,0,2583.0,2330.0,125.0,360.0,1.0,2,1
LP002129,0,1,0,1,0,2499.0,2458.0,160.0,360.0,1.0,1,1
LP002130,0,1,0,0,0,3523.0,3230.0,152.0,360.0,0.0,2,0
LP002131,0,1,2,0,0,3083.0,2168.0,126.0,360.0,1.0,0,1
LP002137,0,1,0,1,0,6333.0,4583.0,259.0,360.0,0.0,1,1
LP002138,0,1,0,1,0,2625.0,6250.0,187.0,360.0,1.0,2,1
LP002139,0,1,0,1,0,9083.0,0.0,228.0,360.0,1.0,1,1
LP002140,0,0,0,1,0,8750.0,4167.0,308.0,360.0,1.0,2,0
LP002141,0,1,3,1,0,2666.0,2083.0,95.0,360.0,1.0,2,1
LP002142,1,1,0,1,1,5500.0,0.0,105.0,360.0,0.0,2,0
LP002143,1,1,0,1,0,2423.0,505.0,130.0,360.0,1.0,1,1
LP002144,1,0,0,1,0,3813.0,0.0,116.0,180.0,1.0,0,1
LP002149,0,1,2,1,0,8333.0,3167.0,165.0,360.0,1.0,2,1
LP002151,0,1,1,1,0,3875.0,0.0,67.0,360.0,1.0,0,0
LP002158,0,1,0,0,0,3000.0,1666.0,100.0,480.0,0.0,0,0
LP002160,0,1,3,1,0,5167.0,3167.0,200.0,360.0,1.0,1,1
LP002161,1,0,1,1,0,4723.0,0.0,81.0,360.0,1.0,1,0
LP002170,0,1,2,1,0,5000.0,3667.0,236.0,360.0,1.0,1,1
LP002175,0,1,0,1,0,4750.0,2333.0,130.0,360.0,1.0,0,1
LP002178,0,1,0,1,0,3013.0,3033.0,95.0,300.0,0.0,0,1
LP002180,0,0,0,1,1,6822.0,0.0,141.0,360.0,1.0,2,1
LP002181,0,0,0,0,0,6216.0,0.0,133.0,360.0,1.0,2,0
LP002187,0,0,0,1,0,2500.0,0.0,96.0,480.0,1.0,1,0
LP002188,0,0,0,1,0,5124.0,0.0,124.0,342.0,0.0,2,0
LP002190,0,1,1,1,0,6325.0,0.0,175.0,360.0,1.0,1,1
LP002191,0,1,0,1,0,19730.0,5266.0,570.0,360.0,1.0,2,0
LP002194,1,0,0,1,1,15759.0,0.0,55.0,360.0,1.0,1,1
LP002197,0,1,2,1,0,5185.0,0.0,155.0,360.0,1.0,1,1
LP002201,0,1,2,1,1,9323.0,7873.0,380.0,300.0,1.0,2,1
LP002205,0,0,1,1,0,3062.0,1987.0,111.0,180.0,0.0,0,0
LP002209,1,0,0,1,0,2764.0,1459.0,110.0,360.0,1.0,0,1
LP002211,0,1,0,1,0,4817.0,923.0,120.0,180.0,1.0,0,1
LP002219,0,1,3,1,0,8750.0,4996.0,130.0,360.0,1.0,2,1
LP002223,0,1,0,1,0,4310.0,0.0,130.0,360.0,0.0,1,1
LP002224,0,0,0,1,0,3069.0,0.0,71.0,480.0,1.0,0,0
LP002225,0,1,2,1,0,5391.0,0.0,130.0,360.0,1.0,0,1
LP002226,0,1,0,1,0,3333.0,2500.0,128.0,360.0,1.0,1,1
LP002229,0,0,0,1,0,5941.0,4232.0,296.0,360.0,1.0,1,1
LP002231,1,0,0,1,0,6000.0,0.0,156.0,360.0,1.0,0,1
LP002234,0,0,0,1,1,7167.0,0.0,128.0,360.0,1.0,0,1
LP002236,0,1,2,1,0,4566.0,0.0,100.0,360.0,1.0,0,0
LP002237,0,0,1,1,0,3667.0,0.0,113.0,180.0,1.0,0,1
LP002239,0,0,0,0,0,2346.0,1600.0,132.0,360.0,1.0,1,1
LP002243,0,1,0,0,0,3010.0,3136.0,146.41216216216216,360.0,0.0,0,0
LP002244,0,1,0,1,0,2333.0,2417.0,136.0,360.0,1.0,0,1
LP002250,0,1,0,1,0,5488.0,0.0,125.0,360.0,1.0,2,1
LP002255,0,0,3,1,0,9167.0,0.0,185.0,360.0,1.0,2,1
LP002262,0,1,3,1,0,9504.0,0.0,275.0,360.0,1.0,2,1
LP002263,0,1,0,1,0,2583.0,2115.0,120.0,360.0,0.0,0,1
LP002265,0,1,2,0,0,1993.0,1625.0,113.0,180.0,1.0,1,1
LP002266,0,1,2,1,0,3100.0,1400.0,113.0,360.0,1.0,0,1
LP002272,0,1,2,1,0,3276.0,484.0,135.0,360.0,0.0,1,1
LP002277,1,0,0,1,0,3180.0,0.0,71.0,360.0,0.0,0,0
LP002281,0,1,0,1,0,3033.0,1459.0,95.0,360.0,1.0,0,1
LP002284,0,0,0,0,0,3902.0,1666.0,109.0,360.0,1.0,2,1
LP002287,1,0,0,1,0,1500.0,1800.0,103.0,360.0,0.0,1,0
LP002288,0,1,2,0,0,2889.0,0.0,45.0,180.0,0.0,0,0
LP002296,0,0,0,0,0,2755.0,0.0,65.0,300.0,1.0,2,0
LP002297,0,0,0,1,0,2500.0,20000.0,103.0,360.0,1.0,1,1
LP002300,1,0,0,0,0,1963.0,0.0,53.0,360.0,1.0,1,1
LP002301,1,0,0,1,1,7441.0,0.0,194.0,360.0,1.0,2,0
LP002305,1,0,0,1,0,4547.0,0.0,115.0,360.0,1.0,1,1
LP002308,0,1,0,0,0,2167.0,2400.0,115.0,360.0,1.0,0,1
LP002314,1,0,0,0,0,2213.0,0.0,66.0,360.0,1.0,2,1
LP002315,0,1,1,1,0,8300.0,0.0,152.0,300.0,0.0,1,0
LP002317,0,1,3,1,0,81000.0,0.0,360.0,360.0,0.0,2,0
LP002318,1,0,1,0,1,3867.0,0.0,62.0,360.0,1.0,1,0
LP002319,0,1,0,1,0,6256.0,0.0,160.0,360.0,0.0,0,1
LP002328,0,1,0,0,0,6096.0,0.0,218.0,360.0,0.0,2,0
LP002332,0,1,0,0,0,2253.0,2033.0,110.0,360.0,1.0,2,1
LP002335,1,1,0,0,0,2149.0,3237.0,178.0,360.0,0.0,1,0
LP002337,1,0,0,1,0,2995.0,0.0,60.0,360.0,1.0,0,1
LP002341,1,0,1,1,0,2600.0,0.0,160.0,360.0,1.0,0,0
LP002342,0,1,2,1,1,1600.0,20000.0,239.0,360.0,1.0,0,0
LP002345,0,1,0,1,0,1025.0,2773.0,112.0,360.0,1.0,2,1
LP002347,0,1,0,1,0,3246.0,1417.0,138.0,360.0,1.0,1,1
LP002348,0,1,0,1,0,5829.0,0.0,138.0,360.0,1.0,2,1
LP002357,1,0,0,0,0,2720.0,0.0,80.0,342.0,0.0,0,0
LP002361,0,1,0,1,0,1820.0,1719.0,100.0,360.0,1.0,0,1
LP002362,0,1,1,1,0,7250.0,1667.0,110.0,342.0,0.0,0,0
LP002364,0,1,0,1,0,14880.0,0.0,96.0,360.0,1.0,1,1
LP002366,0,1,0,1,0,2666.0,4300.0,121.0,360.0,1.0,2,1
LP002367,1,0,1,0,0,4606.0,0.0,81.0,360.0,1.0,2,0
LP002368,0,1,2,1,0,5935.0,0.0,133.0,360.0,1.0,1,1
LP002369,0,1,0,1,0,2920.0,16.12000084,87.0,360.0,1.0,2,1
LP002370,0,0,0,0,0,2717.0,0.0,60.0,180.0,1.0,0,1
LP002377,1,0,1,1,1,8624.0,0.0,150.0,360.0,1.0,1,1
LP002379,0,0,0,1,0,6500.0,0.0,105.0,360.0,0.0,2,0
LP002386,0,0,0,1,0,12876.0,0.0,405.0,360.0,1.0,1,1
LP002387,0,1,0,1,0,2425.0,2340.0,143.0,360.0,1.0,1,1
LP002390,0,0,0,1,0,3750.0,0.0,100.0,360.0,1.0,0,1
LP002393,1,0,0,1,0,10047.0,0.0,146.41216216216216,240.0,1.0,1,1
LP002398,0,0,0,1,0,1926.0,1851.0,50.0,360.0,1.0,1,1
LP002401,0,1,0,1,0,2213.0,1125.0,146.41216216216216,360.0,1.0,0,1
LP002403,0,0,0,1,1,10416.0,0.0,187.0,360.0,0.0,0,0
LP002407,1,1,0,0,1,7142.0,0.0,138.0,360.0,1.0,2,1
LP002408,0,0,0,1,0,3660.0,5064.0,187.0,360.0,1.0,1,1
LP002409,0,1,0,1,0,7901.0,1833.0,180.0,360.0,1.0,2,1
LP002418,0,0,3,0,0,4707.0,1993.0,148.0,360.0,1.0,1,1
LP002422,0,0,1,1,0,37719.0,0.0,152.0,360.0,1.0,1,1
LP002424,0,1,0,1,0,7333.0,8333.0,175.0,300.0,0.0,2,1
LP002429,0,1,1,1,1,3466.0,1210.0,130.0,360.0,1.0,2,1
LP002434,0,1,2,0,0,4652.0,0.0,110.0,360.0,1.0,2,1
LP002435,0,1,0,1,0,3539.0,1376.0,55.0,360.0,1.0,2,0
LP002443,0,1,2,1,0,3340.0,1710.0,150.0,360.0,0.0,2,0
LP002444,0,0,1,0,1,2769.0,1542.0,190.0,360.0,0.0,1,0
LP002446,0,1,2,0,0,2309.0,1255.0,125.0,360.0,0.0,2,0
LP002447,0,1,2,0,0,1958.0,1456.0,60.0,300.0,0.0,0,1
LP002448,0,1,0,1,0,3948.0,1733.0,149.0,360.0,0.0,2,0
LP002449,0,1,0,1,0,2483.0,2466.0,90.0,180.0,0.0,2,1
LP002453,0,0,0,1,1,7085.0,0.0,84.0,360.0,1.0,1,1
LP002455,0,1,2,1,0,3859.0,0.0,96.0,360.0,1.0,1,1
LP002459,0,1,0,1,0,4301.0,0.0,118.0,360.0,1.0,0,1
LP002467,0,1,0,1,0,3708.0,2569.0,173.0,360.0,1.0,0,0
LP002472,0,0,2,1,0,4354.0,0.0,136.0,360.0,1.0,2,1
LP002473,0,1,0,1,0,8334.0,0.0,160.0,360.0,1.0,1,0
LP002484,0,1,3,1,0,7740.0,0.0,128.0,180.0,1.0,0,1
LP002487,0,1,0,1,0,3015.0,2188.0,153.0,360.0,1.0,2,1
LP002489,1,0,1,0,0,5191.0,0.0,132.0,360.0,1.0,1,1
LP002493,0,0,0,1,0,4166.0,0.0,98.0,360.0,0.0,1,0
LP002494,0,0,0,1,0,6000.0,0.0,140.0,360.0,1.0,2,1
LP002500,0,1,3,0,0,2947.0,1664.0,70.0,180.0,0.0,0,0
LP002502,1,1,2,0,0,210.0,2917.0,98.0,360.0,1.0,1,1
LP002505,0,1,0,1,0,4333.0,2451.0,110.0,360.0,1.0,0,0
LP002515,0,1,1,1,1,3450.0,2079.0,162.0,360.0,1.0,1,1
LP002517,0,1,1,0,0,2653.0,1500.0,113.0,180.0,0.0,2,0
LP002519,0,1,3,1,0,4691.0,0.0,100.0,360.0,1.0,1,1
LP002522,1,0,0,1,1,2500.0,0.0,93.0,360.0,0.0,0,1
LP002524,0,0,2,1,0,5532.0,4648.0,162.0,360.0,1.0,2,1
LP002527,0,1,2,1,1,16525.0,1014.0,150.0,360.0,1.0,2,1
LP002529,0,1,2,1,0,6700.0,1750.0,230.0,300.0,1.0,1,1
LP002531,0,1,1,1,1,16667.0,2250.0,86.0,360.0,1.0,1,1
LP002533,0,1,2,1,0,2947.0,1603.0,146.41216216216216,360.0,1.0,0,0
LP002534,1,0,0,0,0,4350.0,0.0,154.0,360.0,1.0,2,1
LP002536,0,1,3,0,0,3095.0,0.0,113.0,360.0,1.0,2,1
LP002537,0,1,0,1,0,2083.0,3150.0,128.0,360.0,1.0,1,1
LP002541,0,1,0,1,0,10833.0,0.0,234.0,360.0,1.0,1,1
LP002543,0,1,2,1,0,8333.0,0.0,246.0,360.0,1.0,1,1
LP002544,0,1,1,0,0,1958.0,2436.0,131.0,360.0,1.0,2,1
LP002545,0,0,2,1,0,3547.0,0.0,80.0,360.0,0.0,2,0
LP002547,0,1,1,1,0,18333.0,0.0,500.0,360.0,1.0,0,0
LP002555,0,1,2,1,1,4583.0,2083.0,160.0,360.0,1.0,1,1
LP002556,0,0,0,1,0,2435.0,0.0,75.0,360.0,1.0,0,0
LP002560,0,0,0,0,0,2699.0,2785.0,96.0,360.0,0.0,1,1
LP002562,0,1,1,0,0,5333.0,1131.0,186.0,360.0,0.0,0,1
LP002571,0,0,0,0,0,3691.0,0.0,110.0,360.0,1.0,2,1
LP002582,1,0,0,0,1,17263.0,0.0,225.0,360.0,1.0,1,1
LP002585,0,1,0,1,0,3597.0,2157.0,119.0,360.0,0.0,2,0
LP002586,1,1,1,1,0,3326.0,913.0,105.0,84.0,1.0,1,1
LP002587,0,1,0,0,0,2600.0,1700.0,107.0,360.0,1.0,2,1
LP002588,0,1,0,1,0,4625.0,2857.0,111.0,12.0,0.0,0,1
LP002600,0,1,1,1,1,2895.0,0.0,95.0,360.0,1.0,1,1
LP002602,0,0,0,1,0,6283.0,4416.0,209.0,360.0,0.0,2,0
LP002603,1,0,0,1,0,645.0,3683.0,113.0,480.0,1.0,2,1
LP002606,1,0,0,1,0,3159.0,0.0,100.0,360.0,1.0,1,1
LP002615,0,1,2,1,0,4865.0,5624.0,208.0,360.0,1.0,1,1
LP002618,0,1,1,0,0,4050.0,5302.0,138.0,360.0,0.0,2,0
LP002619,0,1,0,0,0,3814.0,1483.0,124.0,300.0,1.0,1,1
LP002622,0,1,2,1,0,3510.0,4416.0,243.0,360.0,1.0,2,1
LP002624,0,1,0,1,0,20833.0,6667.0,480.0,360.0,0.0,0,1
LP002626,0,1,0,1,1,2479.0,3013.0,188.0,360.0,1.0,0,1
LP002634,1,0,1,1,0,13262.0,0.0,40.0,360.0,1.0,0,1
LP002637,0,0,0,0,0,3598.0,1287.0,100.0,360.0,1.0,2,0
LP002640,0,1,1,1,0,6065.0,2004.0,250.0,360.0,1.0,1,1
LP002643,0,1,2,1,0,3283.0,2035.0,148.0,360.0,1.0,0,1
LP002648,0,1,0,1,0,2130.0,6666.0,70.0,180.0,1.0,1,0
LP002652,0,0,0,1,0,5815.0,3666.0,311.0,360.0,1.0,2,0
LP002659,0,1,3,1,0,3466.0,3428.0,150.0,360.0,1.0,2,1
LP002670,1,1,2,1,0,2031.0,1632.0,113.0,480.0,1.0,1,1
LP002682,0,1,0,0,0,3074.0,1800.0,123.0,360.0,0.0,1,0
LP002683,0,0,0,1,0,4683.0,1915.0,185.0,360.0,1.0,1,0
LP002684,1,0,0,0,0,3400.0,0.0,95.0,360.0,1.0,2,0
LP002689,0,1,2,0,0,2192.0,1742.0,45.0,360.0,1.0,1,1
LP002690,0,0,0,1,0,2500.0,0.0,55.0,360.0,1.0,1,1
LP002692,0,1,3,1,1,5677.0,1424.0,100.0,360.0,1.0,2,1
LP002693,0,1,2,1,1,7948.0,7166.0,480.0,360.0,1.0,2,1
LP002697,0,0,0,1,0,4680.0,2087.0,146.41216216216216,360.0,1.0,1,0
LP002699,0,1,2,1,1,17500.0,0.0,400.0,360.0,1.0,2,1
LP002705,0,1,0,1,0,3775.0,0.0,110.0,360.0,1.0,1,1
LP002706,0,1,1,0,0,5285.0,1430.0,161.0,360.0,0.0,1,1
LP002714,0,0,1,0,0,2679.0,1302.0,94.0,360.0,1.0,1,1
LP002716,0,0,0,0,0,6783.0,0.0,130.0,360.0,1.0,1,1
LP002717,0,1,0,1,0,1025.0,5500.0,216.0,360.0,0.0,2,1
LP002720,0,1,3,1,0,4281.0,0.0,100.0,360.0,1.0,0,1
LP002723,0,0,2,1,0,3588.0,0.0,110.0,360.0,0.0,2,0
LP002729,0,0,1,1,0,11250.0,0.0,196.0,360.0,0.0,1,0
LP002731,1,0,0,0,1,18165.0,0.0,125.0,360.0,1.0,0,1
LP002732,0,0,0,0,0,2550.0,2042.0,126.0,360.0,1.0,2,1
LP002734,0,1,0,1,0,6133.0,3906.0,324.0,360.0,1.0,0,1
LP002738,0,0,2,1,0,3617.0,0.0,107.0,360.0,1.0,1,1
LP002739,0,1,0,0,0,2917.0,536.0,66.0,360.0,1.0,2,0
LP002740,0,1,3,1,0,6417.0,0.0,157.0,180.0,1.0,2,1
LP002741,1,1,1,1,0,4608.0,2845.0,140.0,180.0,1.0,1,1
LP002743,1,0,0,1,0,2138.0,0.0,99.0,360.0,0.0,1,0
LP002753,1,0,1,1,0,3652.0,0.0,95.0,360.0,1.0,1,1
LP002755,0,1,1,0,0,2239.0,2524.0,128.0,360.0,1.0,0,1
LP002757,1,1,0,0,0,3017.0,663.0,102.0,360.0,0.0,1,1
LP002767,0,1,0,1,0,2768.0,1950.0,155.0,360.0,1.0,2,1
LP002768,0,0,0,0,0,3358.0,0.0,80.0,36.0,1.0,1,0
LP002772,0,0,0,1,0,2526.0,1783.0,145.0,360.0,1.0,2,1
LP002776,1,0,0,1,0,5000.0,0.0,103.0,360.0,0.0,1,0
LP002777,0,1,0,1,0,2785.0,2016.0,110.0,360.0,1.0,2,1
LP002778,0,1,2,1,1,6633.0,0.0,146.41216216216216,360.0,0.0,2,0
LP002784,0,1,1,0,0,2492.0,2375.0,146.41216216216216,360.0,1.0,2,1
LP002785,0,1,1,1,0,3333.0,3250.0,158.0,360.0,1.0,0,1
LP002788,0,1,0,0,0,2454.0,2333.0,181.0,360.0,0.0,0,0
LP002789,0,1,0,1,0,3593.0,4266.0,132.0,180.0,0.0,2,0
LP002792,0,1,1,1,0,5468.0,1032.0,26.0,360.0,1.0,1,1
LP002794,1,0,0,1,0,2667.0,1625.0,84.0,360.0,0.0,0,1
LP002795,0,1,3,1,1,10139.0,0.0,260.0,360.0,1.0,1,1
LP002798,0,1,0,1,0,3887.0,2669.0,162.0,360.0,1.0,1,1
LP002804,1,1,0,1,0,4180.0,2306.0,182.0,360.0,1.0,1,1
LP002807,0,1,2,0,0,3675.0,242.0,108.0,360.0,1.0,1,1
LP002813,1,1,1,1,1,19484.0,0.0,600.0,360.0,1.0,1,1
LP002820,0,1,0,1,0,5923.0,2054.0,211.0,360.0,1.0,2,1
LP002821,0,0,0,0,1,5800.0,0.0,132.0,360.0,1.0,1,1
LP002832,0,1,2,1,0,8799.0,0.0,258.0,360.0,0.0,0,0
LP002833,0,1,0,0,0,4467.0,0.0,120.0,360.0,0.0,2,1
LP002836,0,0,0,1,0,3333.0,0.0,70.0,360.0,1.0,0,1
LP002837,0,1,3,1,0,3400.0,2500.0,123.0,360.0,0.0,2,0
LP002840,1,0,0,1,0,2378.0,0.0,9.0,360.0,1.0,0,0
LP002841,0,1,0,1,0,3166.0,2064.0,104.0,360.0,0.0,0,0
LP002842,0,1,1,1,0,3417.0,1750.0,186.0,360.0,1.0,0,1
LP002847,0,1,0,1,0,5116.0,1451.0,165.0,360.0,0.0,0,0
LP002855,0,1,2,1,0,16666.0,0.0,275.0,360.0,1.0,0,1
LP002862,0,1,2,0,0,6125.0,1625.0,187.0,480.0,1.0,1,0
LP002863,0,1,3,1,0,6406.0,0.0,150.0,360.0,1.0,1,0
LP002868,0,1,2,1,0,3159.0,461.0,108.0,84.0,1.0,0,1
LP002874,0,0,0,1,0,3229.0,2739.0,110.0,360.0,1.0,0,1
LP002877,0,1,1,1,0,1782.0,2232.0,107.0,360.0,1.0,2,1
LP002888,0,0,0,1,0,3182.0,2917.0,161.0,360.0,1.0,0,1
LP002892,0,1,2,1,0,6540.0,0.0,205.0,360.0,1.0,1,1
LP002893,0,0,0,1,0,1836.0,33837.0,90.0,360.0,1.0,0,0
LP002894,1,1,0,1,0,3166.0,0.0,36.0,360.0,1.0,1,1
LP002898,0,1,1,1,0,1880.0,0.0,61.0,360.0,0.0,2,0
LP002911,0,1,1,1,0,2787.0,1917.0,146.0,360.0,0.0,2,0
LP002912,0,1,1,1,0,4283.0,3000.0,172.0,84.0,1.0,2,0
LP002916,0,1,0,1,0,2297.0,1522.0,104.0,360.0,1.0,0,1
LP002917,1,0,0,0,0,2165.0,0.0,70.0,360.0,1.0,1,1
LP002926,0,1,2,1,1,2726.0,0.0,106.0,360.0,0.0,1,0
LP002928,0,1,0,1,0,3000.0,3416.0,56.0,180.0,1.0,1,1
LP002931,0,1,2,1,1,6000.0,0.0,205.0,240.0,1.0,1,0
LP002936,0,1,0,1,0,3859.0,3300.0,142.0,180.0,1.0,2,1
LP002938,0,1,0,1,1,16120.0,0.0,260.0,360.0,1.0,0,1
LP002940,0,0,0,0,0,3833.0,0.0,110.0,360.0,1.0,2,1
LP002941,0,1,2,0,1,6383.0,1000.0,187.0,360.0,1.0,2,0
LP002943,0,0,0,1,0,2987.0,0.0,88.0,360.0,0.0,1,0
LP002945,0,1,0,1,1,9963.0,0.0,180.0,360.0,1.0,2,1
LP002948,0,1,2,1,0,5780.0,0.0,192.0,360.0,1.0,0,1
LP002949,1,0,3,1,0,416.0,41667.0,350.0,180.0,0.0,0,0
LP002950,0,1,0,0,0,2894.0,2792.0,155.0,360.0,1.0,2,1
LP002953,0,1,3,1,0,5703.0,0.0,128.0,360.0,1.0,0,1
LP002958,0,0,0,1,0,3676.0,4301.0,172.0,360.0,1.0,2,1
LP002959,1,1,1,1,0,12000.0,0.0,496.0,360.0,1.0,1,1
LP002960,0,1,0,0,0,2400.0,3800.0,146.41216216216216,180.0,1.0,0,0
LP002961,0,1,1,1,0,3400.0,2500.0,173.0,360.0,1.0,1,1
LP002964,0,1,2,0,0,3987.0,1411.0,157.0,360.0,1.0,2,1
LP002974,0,1,0,1,0,3232.0,1950.0,108.0,360.0,1.0,2,1
LP002978,1,0,0,1,0,2900.0,0.0,71.0,360.0,1.0,2,1
LP002979,0,1,3,1,0,4106.0,0.0,40.0,180.0,1.0,2,1
LP002983,0,1,1,1,0,8072.0,240.0,253.0,360.0,1.0,0,1
LP002984,0,1,2,1,0,7583.0,0.0,187.0,360.0,1.0,0,1
LP002990,1,0,0,1,1,4583.0,0.0,133.0,360.0,0.0,1,0
